"Year","FMP","binL","Sex","Frequency","Source"
2012,"GOA",85,"F",1,"AFSCLL"
2012,"GOA",65,"F",3,"AFSCLL"
2012,"GOA",50,"F",1,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",80,"F",1,"AFSCLL"
2012,"GOA",85,"F",3,"AFSCLL"
2012,"GOA",85,"F",3,"AFSCLL"
2012,"GOA",95,"F",1,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",75,"F",1,"AFSCLL"
2012,"GOA",60,"M",1,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",60,"M",1,"AFSCLL"
2012,"GOA",75,"F",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",65,"F",2,"AFSCLL"
2013,"GOA",65,"F",1,"AFSCLL"
2013,"BSAI",70,"F",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",60,"M",3,"AFSCLL"
2012,"GOA",65,"M",6,"AFSCLL"
2012,"GOA",65,"M",2,"AFSCLL"
2012,"GOA",65,"M",2,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",65,"M",2,"AFSCLL"
2012,"GOA",60,"M",1,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",75,"F",1,"AFSCLL"
2012,"GOA",55,"F",2,"AFSCLL"
2012,"GOA",60,"M",2,"AFSCLL"
2012,"GOA",55,"F",4,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2012,"GOA",90,"F",1,"AFSCLL"
2012,"GOA",50,"M",1,"AFSCLL"
2012,"GOA",60,"F",3,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2012,"GOA",75,"F",1,"AFSCLL"
2012,"GOA",55,"F",3,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",75,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",75,"F",1,"AFSCLL"
2012,"GOA",60,"F",2,"AFSCLL"
2012,"GOA",65,"M",4,"AFSCLL"
2012,"GOA",65,"F",2,"AFSCLL"
2012,"GOA",55,"F",2,"AFSCLL"
2012,"GOA",60,"M",4,"AFSCLL"
2012,"GOA",60,"F",3,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2012,"GOA",70,"F",2,"AFSCLL"
2012,"GOA",55,"M",1,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",65,"M",2,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2012,"GOA",80,"F",2,"AFSCLL"
2012,"GOA",50,"M",1,"AFSCLL"
2014,"GOA",75,"F",1,"AFSCLL"
2014,"GOA",75,"M",3,"AFSCLL"
2014,"GOA",75,"M",2,"AFSCLL"
2014,"GOA",80,"M",1,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",65,"M",1,"AFSCLL"
2014,"GOA",85,"F",1,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",75,"F",1,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",70,"M",1,"AFSCLL"
2014,"GOA",75,"M",2,"AFSCLL"
2014,"GOA",75,"F",1,"AFSCLL"
2014,"GOA",60,"F",1,"AFSCLL"
2014,"GOA",65,"M",2,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",85,"F",1,"AFSCLL"
2014,"GOA",95,"F",1,"AFSCLL"
2014,"GOA",70,"F",2,"AFSCLL"
2014,"GOA",75,"M",1,"AFSCLL"
2014,"GOA",60,"F",1,"AFSCLL"
2014,"GOA",55,"M",3,"AFSCLL"
2014,"GOA",55,"F",2,"AFSCLL"
2014,"GOA",65,"M",5,"AFSCLL"
2014,"GOA",65,"M",1,"AFSCLL"
2014,"GOA",70,"F",2,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",65,"M",1,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",55,"F",1,"AFSCLL"
2014,"GOA",70,"M",1,"AFSCLL"
2014,"GOA",60,"F",3,"AFSCLL"
2014,"GOA",70,"M",2,"AFSCLL"
2014,"GOA",75,"F",4,"AFSCLL"
2014,"GOA",65,"M",1,"AFSCLL"
2014,"GOA",50,"F",4,"AFSCLL"
2014,"GOA",55,"F",2,"AFSCLL"
2014,"GOA",55,"F",1,"AFSCLL"
2014,"GOA",60,"F",1,"AFSCLL"
2014,"GOA",65,"M",4,"AFSCLL"
2014,"GOA",60,"F",1,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",75,"M",2,"AFSCLL"
2014,"GOA",95,"F",1,"AFSCLL"
2014,"GOA",70,"M",2,"AFSCLL"
2014,"GOA",65,"M",3,"AFSCLL"
2014,"GOA",65,"F",2,"AFSCLL"
2014,"GOA",55,"F",3,"AFSCLL"
2014,"GOA",55,"M",1,"AFSCLL"
2014,"GOA",65,"F",2,"AFSCLL"
2014,"GOA",65,"F",2,"AFSCLL"
2014,"GOA",65,"F",2,"AFSCLL"
2014,"GOA",60,"M",1,"AFSCLL"
2014,"GOA",70,"M",1,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",70,"M",1,"AFSCLL"
2014,"GOA",70,"M",6,"AFSCLL"
2014,"GOA",70,"M",1,"AFSCLL"
2014,"GOA",65,"F",2,"AFSCLL"
2014,"GOA",75,"M",5,"AFSCLL"
2014,"GOA",75,"F",1,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",65,"M",2,"AFSCLL"
2014,"GOA",70,"M",2,"AFSCLL"
2014,"BSAI",65,"F",1,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2013,"GOA",50,"F",2,"AFSCLL"
2013,"GOA",50,"F",1,"AFSCLL"
2013,"GOA",50,"F",4,"AFSCLL"
2013,"GOA",65,"M",1,"AFSCLL"
2013,"GOA",70,"M",1,"AFSCLL"
2013,"GOA",55,"F",1,"AFSCLL"
2013,"GOA",80,"F",1,"AFSCLL"
2013,"GOA",55,"M",2,"AFSCLL"
2013,"GOA",60,"M",1,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",65,"M",1,"AFSCLL"
2013,"GOA",65,"M",1,"AFSCLL"
2013,"GOA",60,"M",1,"AFSCLL"
2013,"GOA",70,"M",1,"AFSCLL"
2013,"GOA",70,"F",1,"AFSCLL"
2013,"GOA",75,"F",2,"AFSCLL"
2013,"GOA",80,"F",2,"AFSCLL"
2013,"GOA",60,"M",1,"AFSCLL"
2013,"GOA",65,"F",1,"AFSCLL"
2013,"GOA",75,"M",1,"AFSCLL"
2013,"GOA",60,"M",1,"AFSCLL"
2013,"GOA",65,"M",3,"AFSCLL"
2013,"GOA",55,"F",2,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",55,"F",1,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",65,"M",1,"AFSCLL"
2013,"GOA",55,"M",1,"AFSCLL"
2013,"GOA",65,"F",1,"AFSCLL"
2013,"GOA",70,"F",1,"AFSCLL"
2013,"GOA",50,"F",1,"AFSCLL"
2013,"GOA",55,"F",2,"AFSCLL"
2013,"GOA",55,"M",2,"AFSCLL"
2013,"GOA",55,"F",2,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",65,"M",2,"AFSCLL"
2013,"GOA",70,"F",1,"AFSCLL"
2013,"GOA",70,"F",1,"AFSCLL"
2015,"GOA",55,"F",1,"AFSCLL"
2015,"GOA",60,"M",2,"AFSCLL"
2015,"GOA",55,"M",1,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2015,"GOA",55,"M",3,"AFSCLL"
2015,"GOA",55,"F",1,"AFSCLL"
2015,"GOA",70,"F",1,"AFSCLL"
2015,"GOA",80,"F",1,"AFSCLL"
2015,"GOA",55,"M",2,"AFSCLL"
2015,"GOA",55,"M",1,"AFSCLL"
2015,"GOA",60,"M",2,"AFSCLL"
2015,"GOA",65,"M",1,"AFSCLL"
2015,"GOA",55,"F",1,"AFSCLL"
2015,"GOA",55,"F",2,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2015,"GOA",65,"F",1,"AFSCLL"
2015,"GOA",60,"M",1,"AFSCLL"
2015,"GOA",65,"M",1,"AFSCLL"
2015,"GOA",65,"M",1,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2015,"GOA",65,"M",2,"AFSCLL"
2015,"GOA",65,"F",2,"AFSCLL"
2015,"GOA",85,"F",1,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2016,"GOA",60,"M",3,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",60,"M",4,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",80,"F",1,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",70,"M",1,"AFSCLL"
2016,"GOA",50,"F",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",50,"F",1,"AFSCLL"
2016,"GOA",75,"F",1,"AFSCLL"
2016,"GOA",55,"F",1,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",65,"M",2,"AFSCLL"
2016,"GOA",70,"M",3,"AFSCLL"
2016,"GOA",75,"F",1,"AFSCLL"
2016,"GOA",55,"F",2,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",65,"M",2,"AFSCLL"
2016,"GOA",70,"M",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",55,"F",1,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",65,"M",4,"AFSCLL"
2016,"GOA",75,"F",1,"AFSCLL"
2016,"GOA",60,"M",8,"AFSCLL"
2016,"GOA",65,"M",2,"AFSCLL"
2016,"GOA",65,"F",1,"AFSCLL"
2016,"GOA",60,"M",3,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2015,"GOA",65,"M",1,"AFSCLL"
2015,"GOA",65,"F",1,"AFSCLL"
2015,"GOA",70,"F",2,"AFSCLL"
2015,"GOA",70,"M",3,"AFSCLL"
2015,"GOA",70,"M",4,"AFSCLL"
2015,"GOA",65,"M",1,"AFSCLL"
2015,"GOA",75,"F",1,"AFSCLL"
2015,"GOA",65,"F",1,"AFSCLL"
2015,"GOA",65,"F",1,"AFSCLL"
2015,"GOA",75,"F",1,"AFSCLL"
2017,"GOA",60,"F",2,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",65,"M",2,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",60,"M",4,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",75,"F",3,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",60,"M",2,"AFSCLL"
2017,"GOA",50,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",55,"M",3,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",60,"M",6,"AFSCLL"
2018,"GOA",45,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",50,"F",1,"AFSCLL"
2017,"GOA",50,"F",1,"AFSCLL"
2017,"GOA",55,"F",2,"AFSCLL"
2017,"GOA",60,"F",3,"AFSCLL"
2017,"GOA",60,"M",2,"AFSCLL"
2017,"GOA",70,"M",1,"AFSCLL"
2017,"GOA",70,"F",2,"AFSCLL"
2017,"GOA",40,"M",1,"AFSCLL"
2017,"GOA",60,"F",2,"AFSCLL"
2017,"GOA",65,"M",3,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",65,"F",2,"AFSCLL"
2017,"GOA",45,"F",1,"AFSCLL"
2017,"GOA",50,"M",1,"AFSCLL"
2017,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",65,"M",3,"AFSCLL"
2017,"GOA",70,"M",3,"AFSCLL"
2017,"GOA",75,"M",2,"AFSCLL"
2017,"GOA",80,"F",1,"AFSCLL"
2017,"GOA",50,"F",1,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",65,"F",4,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",65,"F",2,"AFSCLL"
2017,"GOA",70,"M",1,"AFSCLL"
2017,"GOA",75,"M",1,"AFSCLL"
2017,"GOA",80,"F",1,"AFSCLL"
2017,"GOA",85,"F",3,"AFSCLL"
2017,"GOA",50,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",55,"F",2,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",70,"M",1,"AFSCLL"
2017,"GOA",75,"M",2,"AFSCLL"
2017,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",75,"M",1,"AFSCLL"
2017,"GOA",70,"M",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",50,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",65,"F",3,"AFSCLL"
2017,"GOA",60,"F",2,"AFSCLL"
2017,"GOA",70,"M",2,"AFSCLL"
2017,"GOA",55,"M",3,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",60,"M",2,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",65,"F",2,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",60,"F",3,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",65,"F",2,"AFSCLL"
2017,"GOA",70,"M",1,"AFSCLL"
2017,"GOA",90,"F",3,"AFSCLL"
2017,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",65,"F",2,"AFSCLL"
2017,"GOA",75,"F",3,"AFSCLL"
2017,"GOA",75,"F",2,"AFSCLL"
2017,"GOA",40,"F",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",75,"M",2,"AFSCLL"
2017,"GOA",70,"F",2,"AFSCLL"
2017,"GOA",45,"F",1,"AFSCLL"
2017,"GOA",50,"M",1,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",45,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",60,"M",2,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",65,"M",2,"AFSCLL"
2017,"GOA",55,"M",3,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",65,"M",3,"AFSCLL"
2017,"GOA",80,"F",1,"AFSCLL"
2017,"GOA",50,"M",1,"AFSCLL"
2016,"GOA",60,"F",1,"AFSCLL"
2016,"GOA",60,"F",1,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",60,"F",1,"AFSCLL"
2016,"GOA",70,"M",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",55,"F",2,"AFSCLL"
2016,"GOA",55,"F",1,"AFSCLL"
2016,"GOA",50,"F",1,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",70,"M",1,"AFSCLL"
2017,"GOA",85,"F",1,"AFSCLL"
2016,"GOA",65,"F",2,"AFSCLL"
2018,"GOA",70,"F",1,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2018,"GOA",55,"F",2,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2019,"GOA",80,"F",3,"AFSCLL"
2019,"GOA",80,"F",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",70,"M",1,"AFSCLL"
2019,"GOA",85,"F",3,"AFSCLL"
2019,"GOA",85,"F",1,"AFSCLL"
2019,"GOA",80,"F",1,"AFSCLL"
2019,"GOA",50,"F",1,"AFSCLL"
2019,"GOA",55,"M",1,"AFSCLL"
2019,"GOA",55,"F",2,"AFSCLL"
2019,"GOA",55,"F",2,"AFSCLL"
2019,"GOA",60,"F",1,"AFSCLL"
2019,"GOA",65,"F",2,"AFSCLL"
2019,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",60,"M",2,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",60,"F",2,"AFSCLL"
2019,"GOA",60,"M",1,"AFSCLL"
2019,"GOA",65,"F",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",80,"F",1,"AFSCLL"
2019,"GOA",60,"M",1,"AFSCLL"
2019,"GOA",75,"F",2,"AFSCLL"
2019,"GOA",65,"M",3,"AFSCLL"
2019,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",80,"F",4,"AFSCLL"
2019,"GOA",60,"M",3,"AFSCLL"
2019,"GOA",65,"M",4,"AFSCLL"
2019,"GOA",85,"F",1,"AFSCLL"
2019,"GOA",55,"M",1,"AFSCLL"
2019,"GOA",55,"F",1,"AFSCLL"
2019,"GOA",50,"F",1,"AFSCLL"
2019,"GOA",55,"F",2,"AFSCLL"
2019,"GOA",60,"M",4,"AFSCLL"
2019,"GOA",60,"M",1,"AFSCLL"
2019,"GOA",60,"F",2,"AFSCLL"
2019,"GOA",65,"M",7,"AFSCLL"
2019,"GOA",70,"F",2,"AFSCLL"
2019,"GOA",80,"F",1,"AFSCLL"
2019,"GOA",80,"F",1,"AFSCLL"
2019,"GOA",85,"F",2,"AFSCLL"
2019,"GOA",55,"M",1,"AFSCLL"
2019,"GOA",60,"F",1,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",65,"M",4,"AFSCLL"
2019,"GOA",50,"M",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",65,"F",1,"AFSCLL"
2018,"GOA",55,"F",1,"AFSCLL"
2018,"GOA",80,"F",1,"AFSCLL"
2018,"GOA",60,"M",1,"AFSCLL"
2018,"GOA",80,"F",2,"AFSCLL"
2018,"GOA",50,"M",1,"AFSCLL"
2018,"GOA",80,"F",1,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2018,"GOA",75,"F",1,"AFSCLL"
2018,"GOA",50,"M",1,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2018,"GOA",60,"M",1,"AFSCLL"
2018,"GOA",65,"M",1,"AFSCLL"
2018,"GOA",65,"M",1,"AFSCLL"
2018,"GOA",65,"M",1,"AFSCLL"
2018,"GOA",65,"F",1,"AFSCLL"
2018,"GOA",55,"F",1,"AFSCLL"
2018,"GOA",65,"M",1,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2018,"GOA",65,"M",4,"AFSCLL"
2018,"GOA",55,"F",1,"AFSCLL"
2018,"GOA",60,"M",1,"AFSCLL"
2018,"GOA",60,"F",2,"AFSCLL"
2018,"GOA",60,"M",2,"AFSCLL"
2018,"GOA",55,"M",1,"AFSCLL"
2018,"GOA",65,"F",1,"AFSCLL"
2018,"GOA",60,"M",2,"AFSCLL"
2018,"GOA",65,"M",4,"AFSCLL"
2018,"GOA",65,"F",1,"AFSCLL"
2018,"GOA",50,"M",1,"AFSCLL"
2018,"GOA",55,"M",1,"AFSCLL"
2018,"GOA",55,"M",1,"AFSCLL"
2018,"GOA",65,"F",1,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2018,"GOA",65,"M",1,"AFSCLL"
2018,"GOA",65,"F",1,"AFSCLL"
2018,"GOA",65,"M",1,"AFSCLL"
2018,"GOA",60,"M",1,"AFSCLL"
2018,"GOA",60,"M",2,"AFSCLL"
2018,"GOA",60,"M",1,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2018,"GOA",70,"F",1,"AFSCLL"
2018,"GOA",80,"F",1,"AFSCLL"
2018,"GOA",85,"F",2,"AFSCLL"
2018,"GOA",65,"F",1,"AFSCLL"
2018,"GOA",55,"F",1,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2018,"GOA",60,"F",1,"AFSCLL"
2018,"GOA",65,"F",2,"AFSCLL"
2020,"GOA",55,"F",1,"AFSCLL"
2020,"GOA",50,"F",1,"AFSCLL"
2020,"GOA",60,"M",1,"AFSCLL"
2020,"GOA",65,"M",2,"AFSCLL"
2020,"GOA",65,"M",3,"AFSCLL"
2020,"GOA",65,"M",5,"AFSCLL"
2020,"GOA",70,"F",1,"AFSCLL"
2020,"GOA",80,"F",1,"AFSCLL"
2020,"GOA",60,"F",1,"AFSCLL"
2020,"GOA",65,"F",1,"AFSCLL"
2020,"GOA",65,"M",1,"AFSCLL"
2020,"GOA",75,"F",1,"AFSCLL"
2020,"GOA",80,"F",1,"AFSCLL"
2020,"GOA",55,"F",1,"AFSCLL"
2020,"GOA",60,"M",1,"AFSCLL"
2020,"GOA",70,"F",1,"AFSCLL"
2020,"GOA",50,"M",1,"AFSCLL"
2020,"GOA",80,"F",1,"AFSCLL"
2020,"GOA",55,"M",1,"AFSCLL"
2020,"GOA",55,"F",4,"AFSCLL"
2020,"GOA",50,"F",1,"AFSCLL"
2020,"GOA",75,"F",1,"AFSCLL"
2020,"GOA",60,"F",2,"AFSCLL"
2020,"GOA",70,"M",1,"AFSCLL"
2020,"GOA",60,"F",1,"AFSCLL"
2020,"GOA",65,"M",2,"AFSCLL"
2020,"GOA",75,"F",1,"AFSCLL"
2020,"GOA",50,"F",1,"AFSCLL"
2020,"GOA",50,"M",2,"AFSCLL"
2020,"GOA",70,"M",1,"AFSCLL"
2020,"GOA",80,"F",1,"AFSCLL"
2020,"GOA",85,"F",1,"AFSCLL"
2020,"GOA",75,"F",1,"AFSCLL"
2020,"GOA",60,"F",1,"AFSCLL"
2020,"GOA",75,"F",1,"AFSCLL"
2020,"GOA",55,"F",1,"AFSCLL"
2020,"GOA",55,"F",1,"AFSCLL"
2020,"GOA",65,"M",1,"AFSCLL"
2020,"GOA",70,"F",2,"AFSCLL"
2020,"GOA",55,"M",1,"AFSCLL"
2020,"GOA",60,"M",2,"AFSCLL"
2020,"GOA",45,"F",1,"AFSCLL"
2020,"GOA",55,"F",2,"AFSCLL"
2020,"GOA",60,"M",2,"AFSCLL"
2020,"GOA",55,"M",3,"AFSCLL"
2020,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",60,"F",1,"AFSCLL"
2019,"GOA",55,"M",1,"AFSCLL"
2019,"GOA",65,"F",1,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",60,"F",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",50,"F",1,"AFSCLL"
2019,"GOA",60,"M",1,"AFSCLL"
2019,"GOA",65,"M",3,"AFSCLL"
2019,"GOA",55,"F",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",65,"F",1,"AFSCLL"
2019,"GOA",65,"F",4,"AFSCLL"
2019,"GOA",65,"M",2,"AFSCLL"
2019,"GOA",65,"M",2,"AFSCLL"
2019,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",70,"M",1,"AFSCLL"
2019,"GOA",75,"M",1,"AFSCLL"
2019,"GOA",55,"F",1,"AFSCLL"
2019,"GOA",50,"M",1,"AFSCLL"
2019,"GOA",65,"F",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",60,"M",2,"AFSCLL"
2019,"GOA",60,"M",1,"AFSCLL"
1984,"GOA",70,"M",1,"AFSCTWL"
1984,"GOA",60,"F",1,"AFSCTWL"
1984,"GOA",55,"F",1,"AFSCTWL"
1984,"GOA",50,"M",1,"AFSCTWL"
1984,"GOA",65,"F",1,"AFSCTWL"
1996,"GOA",60,"M",1,"AFSCTWL"
1996,"GOA",65,"M",1,"AFSCTWL"
1996,"GOA",55,"F",1,"AFSCTWL"
1996,"GOA",50,"F",1,"AFSCTWL"
1996,"GOA",45,"F",1,"AFSCTWL"
1996,"GOA",65,"M",1,"AFSCTWL"
1996,"GOA",55,"M",2,"AFSCTWL"
1996,"GOA",55,"F",1,"AFSCTWL"
1999,"GOA",45,"F",1,"AFSCTWL"
1999,"GOA",60,"M",3,"AFSCTWL"
1999,"GOA",65,"M",3,"AFSCTWL"
1999,"GOA",70,"M",1,"AFSCTWL"
1999,"GOA",50,"F",4,"AFSCTWL"
1999,"GOA",55,"F",1,"AFSCTWL"
1999,"GOA",60,"F",1,"AFSCTWL"
1999,"GOA",70,"F",2,"AFSCTWL"
1999,"GOA",60,"M",1,"AFSCTWL"
1999,"GOA",65,"F",2,"AFSCTWL"
1999,"GOA",70,"F",1,"AFSCTWL"
1999,"GOA",60,"F",1,"AFSCTWL"
1999,"GOA",95,"F",1,"AFSCTWL"
1999,"GOA",65,"M",1,"AFSCTWL"
1999,"GOA",65,"M",1,"AFSCTWL"
1999,"GOA",75,"F",1,"AFSCTWL"
1999,"GOA",80,"F",3,"AFSCTWL"
1999,"GOA",80,"F",2,"AFSCTWL"
2005,"GOA",70,"M",2,"AFSCTWL"
2005,"GOA",60,"F",1,"AFSCTWL"
2005,"GOA",70,"F",1,"AFSCTWL"
2005,"GOA",70,"F",2,"AFSCTWL"
2005,"GOA",75,"F",1,"AFSCTWL"
2005,"GOA",65,"M",1,"AFSCTWL"
2005,"GOA",75,"M",2,"AFSCTWL"
2005,"GOA",75,"M",2,"AFSCTWL"
2005,"GOA",55,"F",1,"AFSCTWL"
2005,"GOA",65,"F",1,"AFSCTWL"
2005,"GOA",65,"F",2,"AFSCTWL"
